ts	awake	submitted	loop	actions
2026-07-08T22:15:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:15:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:16:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:16:28Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:16:44Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:17:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:17:15Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:17:31Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:17:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:18:02Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:18:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:18:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:18:49Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:19:05Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:19:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:19:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:19:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:20:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:20:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:20:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:20:55Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:21:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:21:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:21:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:21:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:22:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:22:29Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:22:44Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:23:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:23:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	fairness	[]
2026-07-08T22:23:31Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	1	rescue	[{"kind":"scale","model":"dsqwen-7b","delta":-1,"reason":"idle_proactive_immediate","source_loop":"rescue","requires_safescale":false,"receiver":null,"donor":"dsqwen-7b"}]
2026-07-08T22:23:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-08T22:24:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-08T22:24:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-08T22:24:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-08T22:24:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-08T22:25:05Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-08T22:25:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-08T22:25:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-08T22:25:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-08T22:26:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-08T22:26:24Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-08T22:26:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-08T22:26:55Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	fairness	[]
2026-07-08T22:27:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:27:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:27:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:27:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:28:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:28:29Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:28:45Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:29:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:29:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:29:32Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:29:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:30:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:30:19Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:30:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:30:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:31:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:31:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:31:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:31:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:32:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:32:24Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:32:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:32:55Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:33:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:33:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:33:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:33:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:34:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:34:29Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:34:45Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:35:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:35:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:35:32Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:35:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:36:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:36:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:36:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:36:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:37:05Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:37:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:37:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:37:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:38:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:38:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:38:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:38:55Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:39:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:39:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:39:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:39:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:40:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:40:29Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:40:45Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:41:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:41:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:41:32Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:41:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-08T22:42:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:42:19Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:42:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-08T22:42:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-08T22:43:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-08T22:43:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-08T22:43:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-08T22:43:53Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-08T22:44:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-08T22:44:24Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-08T22:44:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-08T22:44:55Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-08T22:45:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-08T22:45:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-08T22:45:42Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-08T22:45:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-08T22:46:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-08T22:46:29Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	fairness	[]
2026-07-08T22:46:45Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	rescue	[]
2026-07-08T22:47:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	fairness	[]
2026-07-08T22:47:16Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	rescue	[]
2026-07-08T22:47:32Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	rescue	[]
2026-07-08T22:47:48Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	rescue	[]
2026-07-08T22:48:03Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	fairness	[]
2026-07-08T22:48:19Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	fairness	[]
2026-07-08T22:48:35Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	rescue	[]
2026-07-08T22:48:50Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	fairness	[]
2026-07-08T22:49:06Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	rescue	[]
2026-07-08T22:49:22Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	fairness	[]
2026-07-08T22:49:37Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	rescue	[]
2026-07-08T22:49:53Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	fairness	[]
2026-07-08T22:50:09Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	rescue	[]
2026-07-08T22:50:24Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	rescue	[]
2026-07-08T22:50:40Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	rescue	[]
2026-07-08T22:50:56Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	fairness	[]
2026-07-08T22:51:11Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	fairness	[]
2026-07-08T22:51:27Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	0	rescue	[]
