ts	awake	submitted	loop	actions
2026-07-09T17:24:27Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:24:43Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:24:58Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:25:14Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:25:29Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	rescue	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"critical_sleeping_capacity","source_loop":"rescue","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:25:45Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:26:01Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	fairness	[]
2026-07-09T17:26:16Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	rescue	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"critical_sleeping_capacity","source_loop":"rescue","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:26:32Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:26:48Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:27:03Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:27:19Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	rescue	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"critical_sleeping_capacity","source_loop":"rescue","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:27:35Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:27:50Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"critical_sleeping_capacity","source_loop":"rescue","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:28:06Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:28:22Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	rescue	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"critical_sleeping_capacity","source_loop":"rescue","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:28:37Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:28:53Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	rescue	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"critical_sleeping_capacity","source_loop":"rescue","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:29:09Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:29:24Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	rescue	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"critical_sleeping_capacity","source_loop":"rescue","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:29:40Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	rescue	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"critical_sleeping_capacity","source_loop":"rescue","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:29:56Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	rescue	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"critical_sleeping_capacity","source_loop":"rescue","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:30:11Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	fairness	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"low_fairness_sleeping_capacity","source_loop":"fairness","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:30:27Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:30:43Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:30:58Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:31:14Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:31:30Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:31:45Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:32:01Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:32:17Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	2	rescue	[{"kind":"scale","model":"dsqwen-7b","delta":-1,"reason":"idle_proactive_immediate","source_loop":"rescue","requires_safescale":false,"receiver":null,"donor":"dsqwen-7b"},{"kind":"scale","model":"dsllama-8b","delta":-1,"reason":"idle_proactive_immediate","source_loop":"rescue","requires_safescale":false,"receiver":null,"donor":"dsllama-8b"}]
2026-07-09T17:32:32Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-09T17:32:48Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-09T17:33:04Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-09T17:33:19Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-09T17:33:35Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=1	1	fairness	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"low_fairness_sleeping_capacity","source_loop":"fairness","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:33:51Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-09T17:34:06Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-09T17:34:22Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-09T17:34:38Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-09T17:34:54Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-09T17:35:09Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-09T17:35:25Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=2	1	fairness	[{"kind":"scale","model":"dsqwen-7b","delta":1,"reason":"low_fairness_sleeping_capacity","source_loop":"fairness","requires_safescale":false,"receiver":"dsqwen-7b","donor":null}]
2026-07-09T17:35:41Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:35:56Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:36:12Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:36:28Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:36:43Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:36:59Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:37:14Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:37:30Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:37:46Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:38:01Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:38:17Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:38:33Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:38:48Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:39:04Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:39:20Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:39:35Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	fairness	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"low_fairness_sleeping_capacity","source_loop":"fairness","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:39:51Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:40:07Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	fairness	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"low_fairness_sleeping_capacity","source_loop":"fairness","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:40:22Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:40:38Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	fairness	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"low_fairness_sleeping_capacity","source_loop":"fairness","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:40:54Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:41:09Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:41:25Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	fairness	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"low_fairness_sleeping_capacity","source_loop":"fairness","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:41:41Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:41:56Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	fairness	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"low_fairness_sleeping_capacity","source_loop":"fairness","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:42:12Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:42:28Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	fairness	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"low_fairness_sleeping_capacity","source_loop":"fairness","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:42:43Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:42:59Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:43:14Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:43:30Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:43:46Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:44:01Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:44:17Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:44:33Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:44:48Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:45:04Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:45:20Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:45:35Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:45:51Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:46:07Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:46:22Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:46:38Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:46:54Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:47:09Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	rescue	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"critical_sleeping_capacity","source_loop":"rescue","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:47:25Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	fairness	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"low_fairness_sleeping_capacity","source_loop":"fairness","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:47:41Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"low_fairness_sleeping_capacity","source_loop":"fairness","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:47:56Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:48:12Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	fairness	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"low_fairness_sleeping_capacity","source_loop":"fairness","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:48:27Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	rescue	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"critical_sleeping_capacity","source_loop":"rescue","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:48:43Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:48:59Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:49:14Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:49:30Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:49:46Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:50:01Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"low_fairness_sleeping_capacity","source_loop":"fairness","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:50:17Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	rescue	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"critical_sleeping_capacity","source_loop":"rescue","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:50:33Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	1	fairness	[{"kind":"scale","model":"dsllama-8b","delta":1,"reason":"low_fairness_sleeping_capacity","source_loop":"fairness","requires_safescale":false,"receiver":"dsllama-8b","donor":null}]
2026-07-09T17:50:48Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:51:04Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:51:20Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:51:35Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:51:51Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:52:07Z	dsllama-8b=2,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:52:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	1	rescue	[{"kind":"scale","model":"dsqwen-7b","delta":-1,"reason":"idle_proactive_immediate","source_loop":"rescue","requires_safescale":false,"receiver":null,"donor":"dsqwen-7b"}]
2026-07-09T17:52:38Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-09T17:52:54Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-09T17:53:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-09T17:53:25Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-09T17:53:41Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-09T17:53:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-09T17:54:12Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	fairness	[]
2026-07-09T17:54:28Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-09T17:54:44Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-09T17:54:59Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=1	0	rescue	[]
2026-07-09T17:55:15Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=2	0	fairness	[]
2026-07-09T17:55:31Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=3	1	fairness	[{"kind":"scale","model":"dsqwen-7b","delta":1,"reason":"low_fairness_sleeping_capacity","source_loop":"fairness","requires_safescale":false,"receiver":"dsqwen-7b","donor":null}]
2026-07-09T17:55:46Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:56:02Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:56:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:56:33Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:56:49Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:57:05Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:57:20Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:57:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:57:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:58:07Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:58:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:58:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:58:54Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T17:59:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:59:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:59:41Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T17:59:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:00:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:00:28Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:00:44Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:01:00Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:01:15Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:01:31Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:01:47Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:02:02Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:02:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:02:34Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:02:49Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:03:05Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:03:21Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:03:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:03:52Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:04:08Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:04:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:04:39Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:04:54Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:05:10Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:05:26Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:05:41Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:05:57Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:06:13Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:06:28Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:06:44Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:06:59Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:07:15Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:07:31Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:07:46Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:08:02Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:08:18Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:08:33Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:08:49Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:09:04Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:09:20Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:09:36Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:09:51Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:10:07Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
2026-07-09T18:10:23Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	fairness	[]
2026-07-09T18:10:38Z	dsllama-8b=1,dsqwen-14b=1,dsqwen-7b=4	0	rescue	[]
